Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 32, Oakland, California",32-RC-005479,"FreshKO Produce Services, LLC",Closed,01/17/2007,03/19/2007,"Certification of Results",Fresno,CA,A,"Single Labor Organization",Initial,03/02/2007,75,,"GENERAL TEAMSTERS UNION LOCAL NO. 431, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",24,,,,,35,59,N,12,Y,,"All full-time and regular part-time warehouse employees, drivers and hostlers, including all loaders, receivers, repackers, QA employees, will-call employees, non-supervisory lead persons, mechanics, rotator, banana person, and janitors employed by t",,,
"Region 07, Detroit, Michigan",07-RD-003556,"Waste Management of Central Michigan",Closed,01/24/2007,03/12/2007,"Certification of Results",Harrison,MI,A,"Single Labor Organization",Initial,03/02/2007,46,,"LOCAL 486, INTERNATIONAL BROTHERHOOD OF TEAMSTERS (IBT)",8,,,,,36,44,N,1,N,,"All full-time and regular part-time employees employed by the Employer at its facilities located at 1900 Sullivan, Harrison, Michigan and 4208 East River Road, Mt. Pleasant, Michigan; but excluding all mechanics, maintenance and shop employees, offic",,,
"Region 19, Seattle, Washington",36-RC-006369,"Wilt's Emergency Services and Transport, Inc.",Closed,01/19/2007,03/12/2007,"Certific. of Representative",Roseburg,OR,A,"Single Labor Organization",Initial,03/02/2007,55,,"INTL. ASSN. OF EMT'S AND PARAMEDICS",24,,,,,21,45,N,1,N,"INTL. ASSN. OF EMT'S AND PARAMEDICS","All full-time and regular part-time emergency medical technicians (EMTs), EMT-intermediates, EMT-paramedics, wheelchair drivers, dispatchers, maintenance employees, and information technology technicians employed by the Employer at its Roseburg, Oreg",,,
"Region 10, Atlanta, Georgia",10-RC-015629,"Preferred Rubber Company",Closed,02/02/2007,03/12/2007,"Certification of Results",Tallapoosa,GA,A,"Single Labor Organization",Initial,03/02/2007,62,,"UNITED STEELWORKERS OF AMERICA",11,,,,,43,54,N,4,N,,"All production and maintenance employees employed by the Employer at its Tallapoosa, Georgia and Fruithurst, Alabama facilities, excluding office clerical employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-022082,Praxair,Closed,01/22/2007,03/12/2007,"Certification of Results",Warwick,RI,A,"Single Labor Organization",Initial,03/01/2007,4,,"TEAMSTERS LOCAL UNION NO. 251, A/W INTERNATIONAL BROTHEROOD OF TEAMSTERS",2,,,,,2,4,N,,N,,"All full-time and regular part-time drivers and warehouse employees employed by the Employer at its 33 A Plan Way, Warwick, Rhode Island facility, but excluding all other employees, office clerical employees, casual employees, managerial employees, p",,,
"Region 01, Boston, Massachusetts",01-RC-022081,"American Red Cross Blood Services - Northern Maine Chapter",Closed,01/19/2007,03/12/2007,"Certific. of Representative",Bangor,ME,A,"Single Labor Organization",Initial,03/01/2007,24,,"MAINE STATE EMPLOYEES ASSOCIATION, LOCAL 1989, A/W  SERVICE EMPLOYEES INTERNATIONAL UNION",15,,,,,7,22,N,,N,"MAINE STATE EMPLOYEES ASSOCIATION, LOCAL 1989, A/W  SERVICE EMPLOYEES INTERNATIONAL UNION","All full-time and regular part-time collection specialists, collection specialist/LPN, technician instructors, donor center assistants, mobile unit assistants, and distribution technicians employed by the Employer at its Bangor, Maine facility, but e",,,
"Region 03, Buffalo, New York",03-RC-011743,"St. Elizabeth Medical Center",Closed,01/24/2007,03/09/2007,"Certific. of Representative",Utica,NY,A,"Single Labor Organization",Initial,03/01/2007,14,,"NEW YORK STATE NURSES ASSOCIATION",10,,,,,4,14,N,,N,"NEW YORK STATE NURSES ASSOCIATION","All full-time, regular part-time, and per diem registered nurses in the case management department, including all case managers PRI review nurses, and quality management systems specialists employed by the employer at its Utica, New York facility; bu",,,
"Region 03, Buffalo, New York",03-RD-001517,"Suburban Propane",Closed,01/25/2007,03/08/2007,"Certification of Results",Minoa,NY,A,"Single Labor Organization",Initial,03/01/2007,30,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 317",5,,,,,25,30,N,,N,,"All full-time and regular part-time delivery and propane drivers, master technicians, propane technicians, service technicians, installers and installer helpers employed by the Employer at the Employer's 320 North Central Avenue, Minoa, New York; Riv",,,
"Region 10, Atlanta, Georgia",11-RC-006659,"First Student, Inc.",Closed,01/26/2007,03/22/2007,"Certific. of Representative",Beaufort,SC,A,"Two Labor Organizations",Initial,03/01/2007,165,,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO",15,"TEAMSTERS LOCAL UNION NO. 509 A/W INTERNATIONAL BROTHERHOOD OF TEAMSTERS",,,,17,117,N,4,N,"TEAMSTERS LOCAL UNION NO. 509 A/W INTERNATIONAL BROTHERHOOD OF TEAMSTERS","All full-time and regular part-time bus drivers, monitors, and aides employed by the Employers at its Beaufort, South Carolina area facilities; excluding all other employees, managerial employees and guards, professional employees and supervisors as",,,
"Region 18, Minneapolis, Minnesota",18-RC-017481,"Blount International, Inc.",Closed,01/18/2007,03/08/2007,"Certification of Results",Owatonna,MN,A,"Single Labor Organization",Initial,03/01/2007,68,,"UNITED STEELWORKERS (USW), AFL-CIO, CLC",16,,,,,49,65,N,2,N,,"All full-time and regular part-time production and maintenance employees, including painters, welders, assemblers, shipping and receiving employees, inventory analysts, maintenance employees, machine operators, machine tool operators, jigs and fixtur",,,
"Region 19, Seattle, Washington",19-RC-014924,"Fred Meyer Stores, Inc.",Closed,01/29/2007,03/09/2007,"Certific. of Representative",Longview,WA,A,"Single Labor Organization",Initial,03/01/2007,3,,"UFCW LOCAL 555",3,,,,,,3,N,,N,"UFCW LOCAL 555","Included:  All full-time and regular part-time employees employed by the Employer at its Longview, Washington store located at 3184 Ocean Beach Highway, Longview, Washington 98632-4395 in the Playland department.

Excluded:  Store Director, Operati",,,
"Region 12, Tampa, Florida",12-RC-009234,"American Red Cross, Southern Blood Services, Region",Closed,01/29/2007,03/14/2007,"Certific. of Representative",Valdosta,GA,A,"Single Labor Organization",Initial,03/01/2007,16,,"UNITED STEELWORKERS, AFL-CIO/CLC",14,,,,,1,15,N,,N,"UNITED STEELWORKERS, AFL-CIO/CLC","All stock inventory assistants and collections technicians employed by the Employer at its 2517 Bemiss Road, Valdosta, Georgia facility; who were employed during the payroll period ending February 4, 2007.

All other employees, aphaeresis collectio",,,
"Region 19, Seattle, Washington",19-RD-003747,"Hanson Trucking, Inc and Resin Haulers, Inc. d/b/a Hanson Trucking",Closed,01/29/2007,03/09/2007,"Certific. of Representative",Missoula,MT,A,"Single Labor Organization",Initial,03/01/2007,9,,"STEELWORKERS LOCAL 885",5,,,,,3,8,N,,N,"STEELWORKERS LOCAL 885","Included:  All full-time and regular part-time employees, including mechanics, who are employed by the Employers at its Missoula, Montana, facility.

Excluded:  All employees engaged in driving, administration, supervision, sales, office clericals,",,,
"Region 28, Phoenix, Arizona",28-RC-006493,"Kit Carson Propone, a division of Kit Carson Electric Cooperative, Inc.",Closed,01/24/2007,03/13/2007,"Certification of Results",Taos,NM,A,"Single Labor Organization",Initial,03/01/2007,12,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL UNION NO. 611, AFL-CIO",3,,,,,9,12,N,,N,,"INCLUDED:  All employees engaged in the sale and distribution of propane in New Mexico.

EXCLUDED:  All other employees, guards, watchmen and supervisors as defined by the Act.",,,
"Region 19, Seattle, Washington",19-RD-003748,"Pacific Heating Oil Company, Inc.",Closed,01/30/2007,03/09/2007,"Certific. of Representative",Seattle,WA,A,"Single Labor Organization",Initial,03/01/2007,3,,"IBEW LOCAL 46",2,,,,,1,3,N,,N,"IBEW LOCAL 46","Included:  All full-time and regular part-time service technicians employed by the Employer at its Seattle, WA facility.

Excluded:  All professional employees, and guards and supervisors as defined in the Act.",,,
"Region 25, Indianapolis, Indiana",33-RC-005026,"Ryder Transportation Services d/b/a Ryder Truck Rental, Inc.",Closed,01/22/2007,03/09/2007,"Certific. of Representative",LaSalle,IL,A,"Single Labor Organization",Initial,03/01/2007,5,,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO",4,,,,,1,5,N,,N,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO","All full-time and regular part-time technicians (mechanics), including leadmen, journeymen and apprentices, employed by the Employer at its LaSalle, Illinois, facility; EXCLUDING office clerical employees, professional employees, guards, supervisors",,,
"Region 01, Boston, Massachusetts",01-RD-002088,RCN,Closed,12/19/2006,03/12/2007,"Certification of Results",Boston,MA,A,"Single Labor Organization",Initial,02/28/2007,94,1,"UTILITY WORKERS UNION OF OF AMERICA, LOCAL UNION NO. 369, AFL-CIO",40,,,,,45,85,N,1,N,,"All full-time and regular part-time customer satisfaction technicians 1, 2, and 3; lead customer satisfaction technicians; data technicians; video/headend & hub technicians; lead video/headend & hub technicians; systems maintenance technicians 1,2, a",,,
"Region 02, New York, New York",02-RC-023105,"Colgate Scaffolding Corporation",Closed,04/11/2006,12/12/2007,"Withdrawal Non-adjusted",Bronx,NY,A,"Single Labor Organization",Rerun,02/28/2007,31,,"UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA",3,,,,,10,13,N,16,Y,,"INCLUDED:   All full time and regular part-time sidewalk-bridge and scaffolding carpenters and erectors, employed by the Employer out of its facility located at 1470 Bruckner Boulevard, Bronx, New York.

EXCLUDED:  All other employees, including of",,,
"Region 13, Chicago, Illinois",13-RC-021569,"Camelot Terrace",Closed,11/22/2006,10/10/2007,"Certific. of Representative",Streator,IL,A,"Single Labor Organization",Rerun,02/28/2007,45,,"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 4",21,,,,,17,38,N,2,N,"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 4","all full-time and regular part-time certified nurses assistants (CNAs), dietary employees, cooks, housekeeping employees, laundry employees, unit aides (assistants), activity aides, medical records, and rehab aides employed by the Employer at its fac",,,
"Region 14, Saint Louis, Missouri",17-RC-012472,"FlightSafety Services Corporation",Closed,01/18/2007,03/12/2007,"Certification of Results","Vance AFB",OK,A,"Single Labor Organization",Initial,02/28/2007,15,,IAM,4,,,,,8,12,N,,N,,"All full-time and regular part-time proctors and electronic maintenance technicians employed by the Employer at its facility located at Vance AFB, Oklahoma, but EXCLUDING all office clerical employees, professional employees, managerial employees, gu",,,
"Region 18, Minneapolis, Minnesota",18-RD-002592,"The Evangelical Lutheran Good Samaritan Society d/b/a Waterville Good Samaritan Center",Closed,12/19/2006,03/07/2007,"Certific. of Representative",Waterville,MN,A,"Single Labor Organization",Rerun,02/28/2007,5,,"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 113",2,,,,,3,5,N,,N,,"All full-time, regular part-time and casual licensed practical nurses employed by the Employer at its Waterville, MN facility; excluding managerial employees, supervisors as defined in the Act, and all other employees of the Employer.","All full-time, regular part-time and casual nursing assistants, nursing assistant coordinators, trained medication aides, cooks, cook aides, activity aides, housekeeping aides, laundry aides, dietary aides, housekeeping coordinators, laundry coordina",,
"Region 20, San Francisco, California",20-RC-018117,"Team Chevrolet Cadillac",Closed,01/24/2007,03/16/2007,"Certific. of Representative",Vallejo,CA,A,"Single Labor Organization",Initial,02/28/2007,10,,"MACHINISTS DISTRICT LODGE 190, AUTOMOTIVE MACHINISTS LOCAL LODGE 1173",7,,,,,3,10,N,1,N,"MACHINISTS DISTRICT LODGE 190, AUTOMOTIVE MACHINISTS LOCAL LODGE 1173","Included:  All full-time and regular part-time Automotive Technicians employed by the Employer at its facility located at 301 Auto Mall Parkway, Vallejo, California.

Excluded:  All other employees, guards and supervisors as defined in the Act. 
",,,
"Region 02, New York, New York",02-RC-023176,"St. Dominic's Home",Closed,01/24/2007,03/07/2007,"Certific. of Representative",bronx,NY,A,"Single Labor Organization",Initial,02/27/2007,11,,"UNITED FOOD & COMMERCIAL WORKERS LOCAL 888",10,,,,,,10,N,,N,"UNITED FOOD & COMMERCIAL WORKERS LOCAL 888","INCLUDED:    All full-time and regular part-time direct-care employees employed by the Employer at its facility located at 2833 Gunther Avenue, Bronx, New York.
 
EXCLUDED:   All other employees, including office clerical employees, and guards, pro",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-021250,"LB & B Associates, Inc.",Closed,01/17/2007,03/08/2007,"Certific. of Representative",Columbia,MD,A,"Single Labor Organization",Initial,02/27/2007,2,,"UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE FITTING INDUSTRY OF THE US & C",2,,,,,,2,N,,N,"UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE FITTING INDUSTRY OF THE US & C","INCLUDED:  All full-time and regular part-time HVAC mechanics employed by the Employer at the Boggs Federal Building located at 844 King St., Wilmington, DE.
EXCLUDED:  All other employees, guards and supervisors as defined in the Act.",,,
"Region 08, Cleveland, Ohio",08-RC-016872,"Covenant Care Ohio, Inc. d/b/a Fairview Skilled Nursing and Rehabilitation Center",Closed,01/18/2007,03/12/2007,"Certific. of Representative",Toledo,OH,A,"Single Labor Organization",Initial,02/27/2007,65,,"SERVICE EMPLOYEES INTERNATIONAL UNION",48,,,,,6,54,N,,N,"SERVICE EMPLOYEES INTERNATIONAL UNION","All full-time and regular part-time Certified Nurse Assistants/State Tested Nurse Assistants (CNA/STNAs), Housekeeping, Dietary, Laundry, Restorative, Activity and Maintenance Employees employed by the Employer at its 4420 South Avenue, Toledo, Ohio",,,
"Region 14, Saint Louis, Missouri",17-RD-001752,"United Rentals (North America) Inc.",Closed,02/01/2007,03/09/2007,"Certification of Results",Belton,MO,A,"Single Labor Organization",Initial,02/27/2007,10,,"OPERATING ENGINEERS LOCAL NO. 101, AFL-CIO",1,,,,,9,10,N,,N,,"All full-time and regular part-time mechanics, drivers and yard crew employees employed by the Employer at its 6905 East 163rd Street, Belton, Missouri facility, but EXCLUDING all sales employees, sales coordinators, yard foremen, office clerical emp",,,
"Region 20, San Francisco, California",20-RC-018116,"Wild Goose Storage, LLC (formerly EnCana Midstream & Marketing)",Closed,01/16/2007,03/12/2007,"Certification of Results",Gridley,CA,A,"Single Labor Organization",Initial,02/27/2007,5,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,  AFL-CIO,  LOCAL 1245",2,,,,,3,5,N,,N,,"Included:  All full-time and regular part-time mechanics, operators, and instrument technicians employed by the Employer at its facility located at 2780 West Liberty Road, Gridley, California. 

Excluded:  Clerical employees, independent contractor",,,
"Region 27, Denver, Colorado",27-RC-008460,"Ironwood Communications",Closed,09/18/2006,05/15/2007,"Certification of Results","Commerce City",CO,A,"Single Labor Organization",Initial,02/27/2007,102,9,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 68",9,,,,,32,41,N,,N,,"Included:  All full-time and regular part-time satellite installation technicians employed by Ironwood Communications at its Commerce City, Colorado facility

Excluded:  All other employees, subcontractors, managers, office clericals, guards and su",,,
"Region 29, Brooklyn, New York",29-RM-000929,"Doshi Diagnostics Imaging Services, P.C.",Closed,01/05/2007,03/16/2007,"Certification of Results",Brooklyn,NY,A,"Single Labor Organization",Initial,02/27/2007,60,,"DISTRICT #6 INT'L UNION OF INDUSTRIAL SERVICE TRANSPORT & HEALTH EMPLOYEES",11,,,,,34,45,N,1,N,,"Included:  All full time and regular part-time imaging technicians, clerical and administrative employees employed by the Employer at its facility located at 9 Bond Street, Brooklyn, New York.

Excluded:  All professional employees, doctors, guards",,,
"Region 16, Fort Worth, Texas",16-RC-010758,"Durham School Services, LP",Closed,01/12/2007,03/06/2007,"Certification of Results",Saginaw,TX,A,"Single Labor Organization",Initial,02/26/2007,79,,"TRANSPORT WORKER UNION OF AMERICA, AFL-CIO",31,,,,,41,72,N,2,N,,"INCLUDED:  All drivers, drivers' aides, and trainers employed at the Employer's facility located at 1200 Old Decatur Road, Saginaw, TX  76179.

EXCLUDED:  All other employees, including dispatchers, coaches, safety training supervisors, office cler",,,
